ticker,sector,horizon,h_days,early_stopping,epochs,always_up_acc,naive_RMSE,naive_MAPE,naive_DirAcc,linreg_RMSE,linreg_MAPE,linreg_DirAcc,lstm_RMSE,lstm_MAPE,lstm_DirAcc
MPHASIS.NS,Information Technology,next_year,252,False,30,14.9,235.84370421079004,8.656959932368153,0.0,539.2909908231449,15.80984327170529,85.1063829787234,467.4308752380932,15.767093579549913,85.1063829787234
LTTS.NS,Information Technology,next_year,252,False,30,0.0,1079.7973781564172,28.7702898868868,0.0,671.1064778632914,15.657890863298038,82.26950354609929,495.73617441808557,9.892331039346162,97.87234042553192
HDFCBANK.NS,Banking & Financial Services,next_year,252,False,30,41.8,132.2222935209602,14.931690886070212,0.0,247.53985453416826,28.000664218619338,58.156028368794324,146.70453187450633,12.499662577335492,58.156028368794324
ICICIBANK.NS,Banking & Financial Services,next_year,252,False,30,53.2,124.35398089641726,8.279612561268939,0.0,269.86884938507285,19.320352362129377,46.808510638297875,231.75260420028945,15.774839473981125,53.191489361702125
SBIN.NS,Banking & Financial Services,next_year,252,False,30,100.0,298.91650347209327,27.003616445465816,0.0,274.6463436454326,24.655331979701227,52.4822695035461,184.3363157779991,16.047282073111855,67.37588652482269
BAJFINANCE.NS,Banking & Financial Services,next_year,252,False,30,83.0,145.9719466979405,11.47794579934518,0.0,387.16669595930273,39.82945303014734,22.69503546099291,249.71966687439578,25.76111334656351,17.02127659574468
AXISBANK.NS,Banking & Financial Services,next_year,252,False,30,100.0,222.29843751777554,14.973515277381999,0.0,210.7600668135506,14.799353782439232,51.06382978723404,121.39230968862095,7.251045640277061,100.0
KOTAKBANK.NS,Banking & Financial Services,next_year,252,False,30,41.1,49.07529972033128,11.086597107043325,0.0,43.890717537791346,8.611689633030794,70.92198581560284,43.93465441897475,8.966706201903325,74.46808510638297
BAJAJFINSV.NS,Banking & Financial Services,next_year,252,False,30,39.7,256.9616413915649,12.515248911065797,0.0,437.06050905072385,22.83982277129539,67.37588652482269,266.9760170544257,9.61925943904179,74.46808510638297
SHRIRAMFIN.NS,Banking & Financial Services,next_year,252,False,30,100.0,383.8872632124046,37.7242501498283,0.0,1307.1319710593943,131.98710787785436,0.0,498.2505896805948,50.013404558923625,0.0
SBILIFE.NS,Banking & Financial Services,next_year,252,False,30,83.7,421.8434418179053,17.5729924553075,0.0,262.8540045478249,11.412293891591435,78.72340425531915,247.00296468638723,10.425042818229475,83.68794326241135
RELIANCE.NS,Energy,next_year,252,False,30,68.1,178.28195179238242,11.293043936985606,0.0,266.72037863878194,17.220334516580575,67.37588652482269,221.35617422179513,11.775726193668646,70.2127659574468
ADANIPOWER.NS,Energy,next_year,252,False,30,100.0,82.7094761472883,39.18858924234219,0.0,198.9443727771218,100.3273477879787,0.0,107.12934120420671,48.878072694962064,18.439716312056735
NTPC.NS,Energy,next_year,252,False,30,94.3,46.86100238094017,11.432252308130696,0.0,763.2589012789151,207.66334688434526,94.32624113475178,350.99556256454173,95.08049653308291,94.32624113475178
ONGC.NS,Energy,next_year,252,False,30,87.2,41.730865341585194,12.650924846948799,0.0,184.21975830490268,68.73560580102951,87.2340425531915,53.977562700254694,17.16109443041417,87.2340425531915
POWERGRID.NS,Energy,next_year,252,False,30,69.5,29.071553691443498,8.283491156596607,0.0,428.5366545462797,145.31918517809572,69.50354609929079,140.04078973253183,45.79117251569384,69.50354609929079
COALINDIA.NS,Energy,next_year,252,False,30,100.0,82.42284862336396,17.89775929436955,0.0,539.0625071776375,122.07433735675453,100.0,429.69671679544524,97.9347237152736,100.0
ADANIGREEN.NS,Energy,next_year,252,False,30,66.7,304.04963706170133,18.04977711517617,0.0,982.209985787048,90.07830555097041,66.66666666666666,945.9034869558552,86.18412415125857,66.66666666666666
IOC.NS,Energy,next_year,252,False,30,97.2,32.50194142923682,16.282918623407824,0.0,600.5488231793483,392.8236592631073,97.16312056737588,99.06083809907481,57.981027034747825,97.16312056737588
ADANIENSOL.NS,Energy,next_year,252,False,30,99.3,423.36225226228106,29.431322553742316,0.0,325.13283095339784,22.980217346688963,98.58156028368793,196.1372939454202,15.049689038628056,93.61702127659575
BPCL.NS,Energy,next_year,252,False,30,82.3,75.18180218799999,16.255638600147606,0.0,573.5423212802125,176.20938592994676,17.73049645390071,168.52907874577485,49.26269723051667,17.73049645390071
HINDUNILVR.NS,FMCG,next_year,252,False,30,34.0,93.38113847573084,3.3788684630794332,0.0,185.25646027244656,7.157140219300047,35.46099290780142,214.4335612946227,8.334025465268367,40.42553191489361
ITC.NS,FMCG,next_year,252,False,30,0.0,95.54121428559074,31.041864757001115,0.0,60.90556569454655,18.86281598150361,98.58156028368793,126.59699962017618,41.43986999436805,8.51063829787234
NESTLEIND.NS,FMCG,next_year,252,False,30,100.0,207.25400230136347,14.843683518495117,0.0,72.082911874048,4.243131460558344,100.0,229.85844207183047,16.92416436660514,100.0
VBL.NS,FMCG,next_year,252,False,30,31.2,84.62005589757598,15.450424049137437,0.0,753.7727056994862,157.8964204208499,31.20567375886525,805.4973874036365,169.06090349610977,31.20567375886525
BRITANNIA.NS,FMCG,next_year,252,False,30,71.6,864.317486552605,12.737289207296381,0.0,1115.5839553497674,17.308343389464827,42.5531914893617,564.5279723641476,9.017781342627783,71.63120567375887
MARICO.NS,FMCG,next_year,252,False,30,100.0,123.04845587364733,15.260727201831767,0.0,408.4242365610097,51.29570276765023,0.0,201.31879930400655,25.436129916246507,0.0
GODREJCP.NS,FMCG,next_year,252,False,30,45.4,142.2003570830203,11.685816763475025,0.0,534.3252463614349,47.0243497553066,54.60992907801418,228.79250670082584,17.12185493629046,54.60992907801418
TATACONSUM.NS,FMCG,next_year,252,False,30,92.9,142.14417112038015,9.931818348502572,0.0,934.0968310109915,78.26444685534575,7.092198581560284,287.17680082453137,22.175775689867717,23.404255319148938
DABUR.NS,FMCG,next_year,252,False,30,21.3,34.158458183203315,5.854316783274884,0.0,67.73147749230927,13.202589123312535,21.98581560283688,78.43702824221536,14.847372855437001,17.73049645390071
COLPAL.NS,FMCG,next_year,252,False,30,0.0,448.50483620580155,21.014275528612316,0.0,3604.959884551705,166.3828932637985,0.0,2018.700654258704,97.94530926171254,0.0
